node_id,cluster_id
555,0
452,0
727,0
871,0
240,0
221,0
633,0
274,0
696,0
381,0
882,0
562,0
817,0
786,0
692,0
202,0
225,0
581,0
501,0
99,0
550,0
197,0
261,0
625,0
79,0
325,0
810,0
663,0
728,0
767,0
260,0
815,0
62,0
597,0
830,0
230,0
267,0
335,0
81,0
775,0
461,0
416,0
129,0
561,0
894,0
711,0
877,0
485,0
725,0
13,0
442,0
537,0
407,0
400,0
131,0
368,0
303,0
398,0
376,0
568,0
730,0
209,0
774,0
708,0
487,0
870,0
160,0
667,0
509,0
6,0
317,0
437,0
488,0
522,0
55,0
29,0
195,0
799,0
366,0
851,0
39,0
457,0
145,0
527,0
613,0
829,0
646,0
183,0
217,0
441,0
763,0
255,0
628,0
296,0
161,0
891,0
61,0
420,0
204,0
751,0
86,0
474,0
58,0
807,0
185,0
224,0
315,0
151,0
496,0
60,0
604,0
5,0
117,0
443,0
48,0
396,0
777,0
624,0
333,0
56,0
617,0
103,0
541,0
823,0
864,0
757,0
897,0
720,0
125,0
76,0
173,0
322,0
345,0
680,0
414,0
284,0
755,0
575,0
337,0
179,0
367,0
24,0
596,0
768,0
553,0
222,0
794,0
82,0
249,0
136,0
868,0
97,0
417,0
834,0
564,0
324,0
731,0
769,0
289,0
311,0
203,0
566,0
334,0
791,0
431,0
905,0
586,0
805,0
647,0
779,0
611,0
286,0
826,0
220,0
25,0
878,0
113,0
399,0
719,0
705,0
538,0
250,0
648,0
567,0
594,0
707,0
675,0
837,0
862,0
576,0
507,0
542,0
662,0
495,0
813,0
741,0
698,0
598,0
800,0
754,0
804,0
554,0
636,0
690,0
884,0
818,0
873,0
200,0
3,0
519,0
467,0
802,0
630,0
631,0
570,0
264,0
782,0
748,0
521,0
361,0
9,0
32,0
300,0
37,0
587,0
374,0
120,0
394,0
365,0
340,0
321,0
626,0
526,0
691,0
454,0
282,0
389,0
718,0
327,0
108,0
123,0
124,0
218,0
248,0
198,0
312,0
313,0
539,0
351,0
254,0
137,0
229,0
304,0
181,0
533,0
672,0
212,0
4,0
749,0
320,0
750,0
465,0
540,0
809,0
403,0
756,0
724,0
806,0
686,0
184,0
483,0
579,0
331,0
36,0
520,0
177,0
251,0
12,0
279,0
17,0
590,0
652,0
138,0
480,0
302,0
591,0
272,0
269,0
478,0
391,1
697,1
836,1
130,1
656,1
106,1
666,1
196,1
7,1
14,1
640,1
890,1
875,1
281,1
855,1
694,1
193,1
637,1
558,1
888,1
285,1
861,1
428,1
415,1
781,1
821,1
27,1
50,1
571,1
339,1
388,1
246,1
164,1
603,1
68,1
700,1
490,1
704,1
785,1
627,1
616,1
573,1
83,1
57,1
549,1
858,1
479,1
432,1
530,1
349,1
693,1
107,1
133,1
401,1
336,1
305,1
436,1
96,1
166,1
673,1
505,1
585,1
42,1
434,1
511,1
532,1
20,1
429,1
825,1
885,1
85,1
639,1
309,1
34,1
271,1
867,1
609,1
683,1
901,1
293,1
456,1
572,1
70,1
580,1
793,1
747,1
523,1
358,1
772,1
760,1
565,1
112,1
552,1
306,1
191,1
641,1
28,1
280,1
149,1
194,2
188,2
26,2
347,2
364,2
515,2
790,2
876,2
49,2
408,2
243,2
239,2
472,2
886,2
726,2
94,2
671,2
635,2
614,2
497,2
481,2
433,2
234,2
903,2
168,2
839,2
872,2
701,2
766,2
510,2
738,2
661,2
466,2
174,2
848,2
1,2
175,2
445,2
47,2
788,2
105,2
559,2
534,2
453,2
773,2
770,2
517,3
842,3
602,3
577,3
119,3
476,3
118,3
45,3
343,3
342,3
610,3
448,3
257,3
797,3
531,3
216,3
502,3
226,3
451,3
450,3
139,3
266,3
879,3
525,3
634,3
482,3
412,3
512,3
121,3
699,3
516,3
132,3
171,3
622,3
71,3
780,3
644,3
409,3
377,3
44,3
208,3
186,3
404,3
740,3
607,3
778,3
122,3
744,3
814,3
902,3
238,3
655,3
427,3
499,3
110,3
231,3
373,3
359,3
422,3
40,3
390,3
69,3
803,3
665,3
569,3
23,3
352,3
679,3
795,3
355,3
615,3
831,3
547,3
898,3
460,3
500,3
808,3
811,3
776,3
599,3
380,3
595,3
299,3
589,3
850,3
545,3
127,3
449,3
169,4
383,4
745,4
77,4
687,4
252,4
392,4
46,4
167,4
681,4
51,4
421,4
844,4
714,4
270,4
210,4
235,4
292,4
715,4
385,4
211,4
477,4
430,4
21,4
155,4
856,4
508,4
273,4
761,4
551,4
889,4
276,4
735,4
733,4
535,4
223,4
348,4
649,4
789,4
375,4
737,4
310,4
801,4
207,4
713,4
141,4
100,4
187,4
658,4
654,4
90,4
506,4
880,4
84,4
493,4
98,4
486,4
308,4
764,4
674,4
752,4
762,4
135,4
619,4
74,4
458,4
544,4
678,4
866,5
180,5
192,5
242,5
263,5
318,5
93,5
346,5
446,5
881,5
583,5
59,5
600,5
78,5
874,5
893,5
827,5
787,5
491,5
33,5
494,5
546,5
244,5
405,5
828,6
73,6
722,6
612,6
294,6
295,6
247,6
258,6
857,6
290,6
11,6
144,6
689,6
92,6
543,6
287,6
370,6
406,6
411,6
91,6
262,6
232,6
87,6
529,6
330,6
574,6
847,6
854,6
556,6
104,6
147,6
213,6
353,6
426,6
459,6
462,6
518,6
732,6
620,6
643,6
660,6
703,6
736,6
758,6
759,6
357,6
682,7
904,7
410,7
332,7
297,7
126,7
228,7
63,7
214,7
676,7
72,7
651,7
765,7
397,7
739,7
832,7
316,7
721,7
268,7
372,7
783,7
702,7
528,7
38,7
899,7
670,7
378,7
820,7
67,7
536,7
524,7
796,7
887,7
621,7
156,7
18,7
632,7
838,8
52,8
379,8
896,8
513,8
253,8
35,8
840,8
10,8
816,8
307,8
153,8
350,8
115,8
659,8
128,8
729,8
382,8
560,8
623,8
869,8
43,8
172,8
154,8
215,8
30,8
439,8
219,9
89,9
578,9
498,9
341,9
710,9
606,9
822,9
277,9
706,9
895,9
259,9
841,9
819,9
653,9
860,9
563,9
712,9
425,9
360,9
288,9
362,9
900,9
162,9
182,9
326,10
393,10
685,10
684,10
233,10
645,10
470,10
473,10
668,10
846,10
199,10
657,10
504,10
435,11
0,11
743,11
190,11
41,11
746,11
863,11
859,11
189,12
742,12
843,12
142,12
363,12
833,12
444,12
8,13
605,13
845,13
716,13
165,13
402,14
22,14
314,14
464,14
709,14
723,15
109,15
178,15
588,15
31,16
354,16
835,16
892,16
265,17
205,17
344,17
468,18
236,18
650,18
338,18
386,19
241,19
80,19
463,19
455,20
469,20
492,20
771,20
328,21
66,21
695,21
64,22
824,22
852,22
395,23
53,23
418,23
101,24
95,24
323,24
201,25
371,25
148,26
734,26
514,26
275,27
717,27
134,28
503,28
206,29
471,29
291,29
582,30
150,30
423,31
440,31
356,32
88,32
19,33
593,33
413,34
143,34
447,35
629,35
16,36
601,36
102,37
116,37
140,38
176,38
15,39
584,39
65,40
849,40
152,41
638,41
170,42
753,42
237,43
489,43
438,44
688,44
557,45
883,45
812,46
865,46
548,47
669,47
111,48
853,48
114,49
387,49
146,50
75,50
157,51
475,51
158,52
419,52
159,53
301,53
163,54
798,54
2,55
792,55
227,56
54,56
283,57
784,57
424,58
608,58
369,59
592,59
319,60
384,60
298,61
664,61
484,62
618,62
278,63
642,63
256,64
677,64
245,65
329,65
